query_name,gbif_name,iucn_assessment_year,iucn_redlist_category,AOO.range,AOO_assessment,AOO_assessment_cat,EOO.range,EOO_assessment,EOO_assessment_cat,NOP,GBIF_points_in_NA,MER,AOOkm2,AOOcat,EOOkm2,EOOcat,EOOkm2_manual,EOO_manual_cat,EOOkm2_clipped,EOO_clipped_cat,NOP_old,MER_old,AOOkm2_old,AOOcat_old,EOOkm2_old,EOOcat_old,EOOkm2_manual_old,EOO_manual_old_cat,EOOkm2_clipped_old,EOO_clipped_old_cat,NOP_recent,MER_recent,AOOkm2_recent,AOOcat_recent,EOOkm2_recent,EOOcat_recent,EOOkm2_manual_recent,EOO_manual_recent_cat,EOOkm2_clipped_recent,EOO_clipped_recent_cat
Alnus rubra,Alnus rubra,2013,Least Concern,NA,NA,NA,NA,NA,NA,130,Yes,28129974.06,384,EN,16540828.1,LC,15706446.14,LC,9621557.175,LC,43,9548461.905,140,EN,6903693.54,LC,6821042.859,LC,4245192.037,LC,87,28129974.06,268,EN,16540828.1,LC,15643652.83,LC,9619313.975,LC
Alnus serrulata,Alnus serrulata,2014,Least Concern,NA,NA,NA,NA,NA,NA,12,Yes,3936166.686,48,EN,1268550.936,LC,1253224.546,LC,1071556.921,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3936166.686,48,EN,1268550.936,LC,1253224.546,LC,1071556.921,LC
Aloe arborescens,Aloe arborescens,2018,Least Concern,NA,NA,NA,1560000,1560000,LC,275,Yes,311448390.2,704,VU,182611245.2,LC,178828345.3,LC,63917140.66,LC,26,135782573.2,96,EN,70117334.83,LC,70359012.4,LC,29648186.58,LC,249,311448390.2,620,VU,182174532.1,LC,172233887.5,LC,61101224.09,LC
Alopecurus aequalis,Alopecurus aequalis,2013,Least Concern,NA,NA,NA,NA,NA,NA,20152,Yes,324320494.3,45864,LC,209855333.3,LC,187752081.4,LC,91441294.98,LC,14221,243006392.6,35192,LC,161302891.5,LC,155106840.7,LC,74300385.37,LC,5931,319711863.1,13592,LC,162232921.6,LC,128153991.6,LC,71490882.77,LC
Alopecurus magellanicus,Alopecurus magellanicus,2015,Least Concern,NA,NA,NA,NA,NA,NA,388,Yes,286220455.7,516,VU,148632020.9,LC,118224122.5,LC,65358744.77,LC,276,19310532.42,408,EN,11167818.01,LC,11491953.56,LC,7995979.345,LC,112,281075803.6,168,EN,140474334.2,LC,112372199.6,LC,60908548.29,LC
Alternanthera sessilis,Alternanthera sessilis,2018,Least Concern,NA,NA,NA,NA,NA,NA,11948,Yes,270602494,21960,LC,193139033.4,LC,198760364.3,LC,65610049.41,LC,4981,174869834.5,13488,LC,107715214.4,LC,161154722.1,LC,60690584.3,LC,6967,247084469.9,9336,LC,166567207.5,LC,135251302.3,LC,45804967.68,LC
Alvaradoa amorphoides,Alvaradoa amorphoides,2018,Least Concern,2812,2812,NT,5282626.73,5282626.73,LC,39,Yes,4220552.019,100,EN,2404594.535,LC,2392104.187,LC,1269733.275,LC,6,2703612.526,24,EN,413302.9972,LC,398820.4563,LC,231605.7111,LC,33,4220552.019,84,EN,2404594.535,LC,2392104.187,LC,1269733.275,LC
Amaranthus tuberculatus,Amaranthus tuberculatus,2015,Least Concern,NA,NA,NA,NA,NA,NA,19,Yes,16637853.22,36,EN,918174.9223,LC,870472.8726,LC,64447.04141,LC,17,34941.28788,28,EN,12489.42047,VU,12438.69491,VU,9566.467904,VU,2,16021247.93,8,CR,0,CR,0,CR,0,CR
Amelanchier alnifolia,Amelanchier alnifolia,2018,Least Concern,4872,4872,LC,12245274.7,12245274.7,LC,606,Yes,41340529.54,1744,VU,26113298.65,LC,24840702.27,LC,14415644.49,LC,81,22348549.32,272,EN,12446414.66,LC,12600967.7,LC,6926916.632,LC,525,41340529.54,1536,VU,26113298.65,LC,24840702.27,LC,14415644.49,LC
Amelanchier arborea,Amelanchier arborea,2018,Least Concern,1936,1936,VU,5149709.42,5149709.42,LC,100,Yes,7543508.701,344,EN,4315061.02,LC,4190756.48,LC,3987332.772,LC,8,660510.7293,16,EN,124897.6537,LC,123773.5764,LC,123773.5764,LC,92,7543508.701,324,EN,4315061.02,LC,4190756.48,LC,3987332.772,LC
Amelanchier bartramiana,Amelanchier bartramiana,2018,Least Concern,2812,2812,NT,3338624.63,3338624.63,LC,27,Yes,1548279.648,92,EN,906263.2811,LC,903657.6118,LC,793117.6668,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1548279.648,92,EN,906263.2811,LC,903657.6118,LC,793117.6668,LC
Amelanchier canadensis,Amelanchier canadensis,2018,Least Concern,1152,1152,VU,6910354.84,6910354.84,LC,22,Yes,222952236.2,80,EN,42782089.59,LC,64070207.94,LC,26522797.67,LC,9,138985695.2,28,EN,6121471.537,LC,5810598.363,LC,2407611.377,LC,13,3125102.818,52,EN,801361.3913,LC,793910.2842,LC,755212.6263,LC
Amelanchier laevis,Amelanchier laevis,2018,Least Concern,1348,1348,VU,6246597.05,6246597.05,LC,124,Yes,29185373.46,400,EN,12611585.61,LC,12680033.21,LC,4192874.13,LC,56,2366833.641,196,EN,870530.1052,LC,793227.4373,LC,508820.7205,LC,68,27125417.22,204,EN,10744111.49,LC,10551328.44,LC,3441985.204,LC
Amelanchier utahensis,Amelanchier utahensis,2018,Least Concern,4924,4924,LC,2200695.49,2200695.49,LC,156,Yes,2268967.118,428,EN,1440344.83,LC,1446640.821,LC,1446403.188,LC,6,182280.5368,24,EN,88887.35275,LC,88907.18195,LC,88907.18195,LC,150,2268967.118,400,EN,1440344.83,LC,1446640.821,LC,1446403.188,LC
Ammannia auriculata,Ammannia auriculata,2010,Least Concern,NA,NA,NA,NA,NA,NA,136,No,78090744.5,468,EN,16659192.72,LC,17219241.37,LC,8398197.846,LC,124,72701183.18,420,EN,13562758.24,LC,13878034.38,LC,7253979.912,LC,12,63918411.19,48,EN,5570433.075,LC,5870641.383,LC,2253020.537,LC
Ammannia robusta,Ammannia robusta,2015,Least Concern,NA,NA,NA,NA,NA,NA,24,Yes,10471656.88,52,EN,5591671.879,LC,5538767.297,LC,1627765,LC,10,188812.3513,16,EN,16901.07251,VU,16178.8762,VU,9335.044739,VU,14,10470246.69,44,EN,5590183.083,LC,5537275.192,LC,1627355.414,LC
Amyris balsamifera,Amyris balsamifera,2018,Least Concern,468,468,EN,8376016.98,8376016.98,LC,6,Yes,2204.388395,8,CR,7.407271606,CR,7.397362324,CR,7.397362324,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2204.388395,8,CR,7.407271606,CR,7.397362324,CR,7.397362324,CR
Amyris elemifera,Amyris elemifera,2018,Least Concern,908,908,VU,4671442.91,4671442.91,LC,31,Yes,1937032.888,44,EN,984861.8953,LC,1004359.891,LC,240879.7561,LC,2,30.98083283,8,CR,0,CR,0,CR,0,CR,29,1937032.888,36,EN,899152.7368,LC,918009.984,LC,214756.0587,LC
Anacamptis palustris,Anacamptis palustris,2013,Least Concern,NA,NA,NA,3600000,3600000,LC,3084,No,7243653.184,2096,NT,3786137.94,LC,4097900.961,LC,2940011.075,LC,1774,7230976.228,1844,VU,3737451.7,LC,4061708.398,LC,2925438.869,LC,1310,5661498.347,600,VU,3139638.707,LC,3355589.18,LC,2399469.085,LC
Woodwardia virginica,Anchistea virginica,2015,Least Concern,NA,NA,NA,NA,NA,NA,20,Yes,3271256.86,80,EN,1637262.741,LC,1647588.434,LC,1528002.949,LC,2,160680.9279,8,CR,0,CR,0,CR,0,CR,18,2829233.21,72,EN,1154604.535,LC,1157562.081,LC,1152093.496,LC
Andira inermis,Andira inermis,2017,Least Concern,NA,NA,NA,NA,NA,NA,107,Yes,49761702.45,308,EN,28193621.11,LC,28211714.59,LC,12258360.32,LC,63,30844624.32,208,EN,8204263.869,LC,8221045.494,LC,4352121.549,LC,44,25224472.77,104,EN,13454627.29,LC,13362597.08,LC,4669169.251,LC
Andromeda polifolia,Andromeda polifolia,2015,Least Concern,NA,NA,NA,NA,NA,NA,41180,Yes,61589624.39,70016,LC,50859767.61,LC,50601178.06,LC,34487912.34,LC,26641,47825792.93,47760,LC,25277540.13,LC,23907836.21,LC,11899159.54,LC,14539,61589624.39,26208,LC,50856929.49,LC,50598413.29,LC,34485147.58,LC
Andropogon virginicus,Andropogon virginicus,2009,Least Concern,NA,NA,NA,NA,NA,NA,1519,Yes,114877416.6,3648,LC,13167843.84,LC,57085450.1,LC,19089656.24,LC,197,495717.548,648,VU,187201.1562,LC,198501.9201,LC,186878.525,LC,1322,114310568,3048,LC,13054015.72,LC,56854571.79,LC,19019277.07,LC
Angelica atropurpurea,Angelica atropurpurea,2015,Least Concern,NA,NA,NA,NA,NA,NA,51,Yes,3167124.789,176,EN,1724507.935,LC,1728327.62,LC,1612486.124,LC,1,0,4,CR,0,CR,0,CR,0,CR,50,3167124.789,168,EN,1724507.935,LC,1728327.62,LC,1612486.124,LC
Aniseia martinicensis,Aniseia martinicensis,2010,Least Concern,NA,NA,NA,NA,NA,NA,237,Yes,105875259.6,324,EN,25763752.15,LC,26181321.66,LC,7850268.165,LC,210,60904302.46,268,EN,10607593.01,LC,10895846.71,LC,4896781.415,LC,27,15547434.96,64,EN,8189447.76,LC,8212790.587,LC,1472939.239,LC
Apium graveolens,Apium graveolens,2012,Least Concern,NA,NA,NA,NA,NA,NA,5877,Yes,296826172.2,8584,LC,139303566,LC,135060711.4,LC,61798706.57,LC,3904,200514491,6672,LC,55062892.79,LC,56091825.33,LC,27343774.93,LC,1973,285015817.7,3376,LC,137054144.5,LC,130578853,LC,59053822.27,LC
Aralia humilis,Aralia humilis,2018,Least Concern,972,972,VU,1333550.28,1333550.28,LC,6,Yes,654326.5821,24,EN,110087.2669,LC,116321.4635,LC,116321.4635,LC,3,4119.977109,12,EN,130.2367119,EN,136.1126131,EN,136.1126131,EN,3,654326.5821,12,EN,90283.07729,LC,95660.02116,LC,95660.02116,LC
Aralia spinosa,Aralia spinosa,2018,Least Concern,1488,1488,VU,3373089.67,3373089.67,LC,383,Yes,30629881.47,1200,VU,11247869.9,LC,11396544.65,LC,3038895.36,LC,12,21121461.93,40,EN,3429719.01,LC,2775496.169,LC,705462.6787,LC,371,30629881.47,1160,VU,11247869.9,LC,11396544.65,LC,3038895.36,LC
Arbutus arizonica,Arbutus arizonica,2018,Least Concern,716,716,VU,827789.63,827789.63,LC,73,Yes,1175559.48,124,EN,251223.3043,LC,282556.4098,LC,282556.4098,LC,7,4907.723966,8,CR,0,CR,0,CR,0,CR,66,1175559.48,124,EN,251202.5625,LC,282536.3757,LC,282536.3757,LC
Arbutus menziesii,Arbutus menziesii,2018,Least Concern,NA,NA,NA,NA,NA,NA,1408,Yes,972320.3459,2888,NT,444064.9133,LC,528083.9017,LC,505693.1154,LC,20,184125.8042,68,EN,115580.0602,LC,142082.3795,LC,133532.0032,LC,1388,972320.3459,2876,NT,444064.9133,LC,528083.9017,LC,505693.1154,LC
Arctanthemum arcticum,Arctanthemum arcticum,2015,Least Concern,NA,NA,NA,NA,NA,NA,13,Yes,11858600.62,52,EN,8783605.578,LC,19630727.32,LC,12703689.5,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11858600.62,52,EN,8783605.578,LC,19630727.32,LC,12703689.5,LC
Arctophila fulva,Arctophila fulva,2015,Least Concern,NA,NA,NA,NA,NA,NA,247,Yes,23594754.88,140,EN,12349566.27,LC,12137966.4,LC,4849292.58,LC,74,5521451.396,112,EN,3105014.744,LC,2989785.415,LC,1111341.84,LC,173,19396123.15,80,EN,9158780.835,LC,8655586.459,LC,3636963.329,LC
Arctostaphylos columbiana,Arctostaphylos columbiana,2018,Least Concern,1788,1788,VU,1969851.19,1969851.19,LC,65,Yes,1538127.244,176,EN,744459.5492,LC,752378.7802,LC,727114.4873,LC,2,73624.94412,8,CR,0,CR,0,CR,0,CR,63,1538127.244,164,EN,744459.5492,LC,752378.7802,LC,727114.4873,LC
Arctostaphylos glauca,Arctostaphylos glauca,2018,Least Concern,4060,4060,LC,397063.8,397063.8,LC,207,Yes,446601.9972,464,EN,127026.251,LC,129058.3956,LC,119296.9201,LC,2,0.008127908,8,CR,0,CR,0,CR,0,CR,205,446601.9972,472,EN,127026.251,LC,129058.3956,LC,119296.9201,LC
Arctostaphylos pringlei,Arctostaphylos pringlei,2018,Least Concern,900,900,VU,536761.91,536761.91,LC,27,Yes,241974.0653,88,EN,140617.4067,LC,141359.4505,LC,141359.4505,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,241974.0653,88,EN,140617.4067,LC,141359.4505,LC,141359.4505,LC
Arctostaphylos pungens,Arctostaphylos pungens,2018,Least Concern,4592,4592,LC,4142535.02,4142535.02,LC,325,Yes,5593808.327,856,VU,1829237.542,LC,1908070.319,LC,1862601.657,LC,15,3846479.856,52,EN,864802.7265,LC,864378.0859,LC,854823.0431,LC,310,5593808.327,796,VU,1829237.542,LC,1908070.319,LC,1862601.657,LC
Ardisia escallonioides,Ardisia escallonioides,2018,Least Concern,1880,1880,VU,2630469.24,2630469.24,LC,53,Yes,1827626.039,116,EN,413591.2021,LC,408395.7822,LC,175803.3186,LC,23,2863.502413,16,EN,884.7150033,EN,890.9673623,EN,890.9673623,EN,30,1827626.039,96,EN,365010.8652,LC,359283.8217,LC,147406.3424,LC
Arethusa bulbosa,Arethusa bulbosa,2015,Least Concern,NA,NA,NA,NA,NA,NA,41,Yes,4104141.341,144,EN,2566928.983,LC,2542857.555,LC,2107060.672,LC,2,163568.3417,8,CR,0,CR,0,CR,0,CR,39,4104141.341,136,EN,2566928.983,LC,2542857.555,LC,2107060.672,LC
Potentilla anserina,Argentina anserina,2015,Least Concern,NA,NA,NA,NA,NA,NA,26114,Yes,51605944.03,43548,LC,32734436.06,LC,32466168.82,LC,18412761.76,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26114,51605944.03,43548,LC,32734436.06,LC,32466168.82,LC,18412761.76,LC
Argyroxiphium sandwicense,Argyroxiphium sandwicense,2003,Vulnerable,NA,NA,NA,NA,NA,NA,7,Yes,12883.13669,28,EN,3126.25612,EN,3119.238194,EN,1970.851273,EN,5,9730.759014,20,EN,976.0442227,EN,985.15706049999994,EN,459.7933804,EN,2,8657.298411,8,CR,0,CR,0,CR,0,CR
Ariocarpus fissuratus,Ariocarpus fissuratus,2009,Least Concern,NA,NA,NA,NA,NA,NA,8,Yes,102520.1578,24,EN,60608.10675,LC,59838.21015,LC,59838.21015,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,102520.1578,24,EN,60608.10675,LC,59838.21015,LC,59838.21015,LC
Artemisia tridentata,Artemisia tridentata,2018,Least Concern,NA,NA,NA,NA,NA,NA,2364,Yes,3262742.612,1892,VU,2494432.992,LC,2479217.519,LC,2479217.519,LC,14,2189743.763,52,EN,1248744.484,LC,1228164.826,LC,1228164.826,LC,2350,3256471.636,1848,VU,2489444.028,LC,2474193.987,LC,2474193.987,LC
Arundo donax,Arundo donax,2012,Least Concern,NA,NA,NA,NA,NA,NA,11692,Yes,345568515.1,14168,LC,201165127.1,LC,194421086,LC,74641916.85,LC,2863,324605295.3,4224,LC,150102060.9,LC,152629984,LC,59093151.69,LC,8829,345551583.7,11920,LC,201126053.3,LC,194377242.7,LC,74640889.47,LC
Asclepias exaltata,Asclepias exaltata,2015,Least Concern,NA,NA,NA,NA,NA,NA,54,Yes,2033005.797,208,EN,1280729.006,LC,1265138.619,LC,1264304.225,LC,5,300214.5309,20,EN,114119.4215,LC,111119.3938,LC,111119.3938,LC,49,2033005.797,188,EN,1250936.514,LC,1236544.684,LC,1235710.29,LC
Asclepias incarnata,Asclepias incarnata,2015,Least Concern,NA,NA,NA,NA,NA,NA,296,Yes,29947219.35,1000,VU,12125711.68,LC,11487657,LC,5537774.598,LC,10,2785629.53,40,EN,1032357.759,LC,1007091.237,LC,990848.8447,LC,286,29947219.35,964,VU,12125711.68,LC,11487657,LC,5537774.598,LC
Asimina parviflora,Asimina parviflora,2018,Least Concern,420,420,EN,3706512.49,3706512.49,LC,46,Yes,1467041.22,148,EN,878067.2895,LC,883797.8138,LC,734837.0856,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1467041.22,148,EN,878067.2895,LC,883797.8138,LC,734837.0856,LC
Asimina triloba,Asimina triloba,2018,Least Concern,3512,3512,LC,7395328.78,7395328.78,LC,930,Yes,22854861.78,2548,NT,7949635.4,LC,7517908.65,LC,2744636.052,LC,18,550365.8908,44,EN,373800.8888,LC,372866.2026,LC,372866.2026,LC,912,22854861.78,2528,NT,7949635.4,LC,7517908.65,LC,2744636.052,LC
Asparagus aethiopicus,Asparagus aethiopicus,2012,Least Concern,NA,NA,NA,NA,NA,NA,2054,No,30625754.52,3544,LC,21297033.71,LC,21332185.69,LC,6835891.003,LC,392,1573985.654,952,VU,826763.6483,LC,958372.0697,LC,945220.7651,LC,1662,30625754.52,3052,LC,21296971.12,LC,21328875.55,LC,6834900.838,LC
Asphodelus fistulosus,Asphodelus fistulosus,2008,Least Concern,NA,NA,NA,13245200,13245200,LC,16178,Yes,288243672.7,20476,LC,149405583.6,LC,101143394.2,LC,35946342.68,LC,1298,279471867.7,3700,LC,133430638.8,LC,98098855.36,LC,35273455.97,LC,14880,270306988.7,17188,LC,133614517.8,LC,89513134.22,LC,34036239.58,LC
Astragalus calycosus,Astragalus calycosus,2010,Least Concern,NA,NA,NA,NA,NA,NA,5,Yes,98307.13777,16,EN,5719.058266,VU,5826.043804,VU,5826.043804,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,98307.13777,16,EN,5719.058266,VU,5826.043804,VU,5826.043804,VU
Astragalus crassicarpus,Astragalus crassicarpus,2010,Least Concern,NA,NA,NA,NA,NA,NA,5,Yes,1699649.507,20,EN,635935.4557,LC,560283.904,LC,560283.904,LC,1,0,4,CR,0,CR,0,CR,0,CR,4,774222.0831,16,EN,372001.1502,LC,354794.0423,LC,354794.0423,LC
Astragalus lentiginosus,Astragalus lentiginosus,2010,Least Concern,NA,NA,NA,NA,NA,NA,8,Yes,754090.0109,32,EN,410677.2303,LC,393659.5214,LC,393659.5214,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,754090.0109,32,EN,410677.2303,LC,393659.5214,LC,393659.5214,LC
Astragalus mollissimus,Astragalus mollissimus,2010,Least Concern,NA,NA,NA,NA,NA,NA,6,Yes,284677.1259,24,EN,88788.31344,LC,87084.58109,LC,87084.58109,LC,2,208184.7806,8,CR,0,CR,0,CR,0,CR,4,127715.5165,16,EN,27598.09116,NT,25998.83707,NT,25998.83707,NT
Astragalus oophorus,Astragalus oophorus,2010,Least Concern,NA,NA,NA,NA,NA,NA,4,Yes,13493.93855,16,EN,123.8538276,EN,122.88902,EN,122.88902,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13493.93855,16,EN,123.8538276,EN,122.88902,EN,122.88902,EN
Astrophytum asterias,Astrophytum asterias,2009,Vulnerable,NA,NA,NA,17000,17000,VU,21,Yes,0,4,CR,0,CR,0,CR,0,CR,21,0,4,CR,0,CR,0,CR,0,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atamisquea emarginata,Atamisquea emarginata,2018,Least Concern,208,208,EN,8334720.35,8334720.35,LC,15,Yes,35963200.24,56,EN,2456654.174,LC,3969065.996,LC,1913176.287,LC,3,29941490.5,12,EN,1003321.95,LC,847559.2437,LC,388541.7693,LC,12,33731333.33,44,EN,1367221.933,LC,3010971.62,LC,1354697.877,LC
Avicennia germinans,Avicennia germinans,2007,Least Concern,NA,NA,NA,NA,NA,NA,115,Yes,35368239.61,308,EN,23776437.02,LC,23612810.67,LC,5517704.461,LC,63,3405723.128,144,EN,1317122.44,LC,1350674.374,LC,1337629.977,LC,52,35368239.61,156,EN,19801429.73,LC,19761180.24,LC,4530962.219,LC
Azolla microphylla,Azolla microphylla,2015,Least Concern,NA,NA,NA,NA,NA,NA,9,Yes,58057263.67,36,EN,14521080.5,LC,15644081.7,LC,1915647.834,LC,6,1013065.852,24,EN,249492.1518,LC,249173.1354,LC,236928.0467,LC,3,3802142.915,12,EN,32824.21125,LC,30178.96832,LC,17591.80341,VU
Baccharis halimifolia,Baccharis halimifolia,2018,Least Concern,1976,1976,VU,7405251.98,7405251.98,LC,3171,Yes,249513304.3,4276,LC,82445415.33,LC,86770575.64,LC,35379972.17,LC,1063,239596457.8,1872,VU,73080443.65,LC,77382389.74,LC,31891340.03,LC,2108,241272013.9,2944,NT,78729645.58,LC,82140719.64,LC,33788247.25,LC
Bacopa monnieri,Bacopa monnieri,2012,Least Concern,NA,NA,NA,NA,NA,NA,279,Yes,294737917.9,812,VU,188166609.2,LC,148323481.4,LC,61000191.18,LC,181,229049416,520,VU,121775205.2,LC,60867938.01,LC,28908656.8,LC,98,287323728.2,308,EN,174406449.2,LC,148146367.9,LC,60969130.81,LC
Bacopa rotundifolia,Bacopa rotundifolia,2015,Least Concern,NA,NA,NA,NA,NA,NA,5,Yes,2282149.896,16,EN,840891.8621,LC,829522.5455,LC,829522.5455,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2282149.896,16,EN,840891.8621,LC,829522.5455,LC,829522.5455,LC
Baldellia ranunculoides,Baldellia ranunculoides,2013,Near Threatened,NA,NA,NA,NA,NA,NA,11880,No,9376491.445,11632,LC,5935376.918,LC,6055667.518,LC,2749403.96,LC,8045,4916658.544,8780,LC,3332367.561,LC,3226751.948,LC,1976758.421,LC,3835,8770449.027,4908,LC,5744095.564,LC,5865397.221,LC,2678143.798,LC
Baphia massaiensis,Baphia massaiensis,2018,Least Concern,NA,NA,NA,4619567,4619567,LC,138,No,795966.3398,456,EN,249124.9004,LC,250400.8997,LC,250400.8997,LC,119,246826.2199,432,EN,134049.4394,LC,134408.0104,LC,134408.0104,LC,19,233698.3773,28,EN,18291.73314,VU,18358.70816,VU,18358.70816,VU
Barbarea vulgaris,Barbarea vulgaris,2013,Least Concern,NA,NA,NA,NA,NA,NA,39510,Yes,299042631.3,47404,LC,143495984.9,LC,134227175,LC,68960571.49,LC,9361,6680500.519,18820,LC,3670391.519,LC,3550963.597,LC,2426211.059,LC,30149,299042631.3,34948,LC,143495984.9,LC,134227175,LC,68960571.49,LC
Bartonia paniculata,Bartonia paniculata,2015,Least Concern,NA,NA,NA,NA,NA,NA,9,Yes,4602589.322,36,EN,1325815.48,LC,1247055.899,LC,1167838.798,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4602589.322,36,EN,1325815.48,LC,1247055.899,LC,1167838.798,LC
Bauhinia purpurea,Bauhinia purpurea,2010,Least Concern,NA,NA,NA,NA,NA,NA,16,No,93611093.19,60,EN,43639216.99,LC,43980965.3,LC,15230247.39,LC,4,54005426.51,16,EN,7133649.266,LC,7842926.885,LC,2633667.471,LC,12,74254664.69,48,EN,36826289.91,LC,35724825.76,LC,9502964.331,LC
Bauhinia variegata,Bauhinia variegata,2010,Least Concern,NA,NA,NA,NA,NA,NA,30,Yes,186199178.1,104,EN,122557178.8,LC,122285440.2,LC,46291635.09,LC,10,106060808,36,EN,76795180.31,LC,77651858.18,LC,29011556.44,LC,20,153849794.6,68,EN,43159006.83,LC,43970449.93,LC,14888893.98,LC
Beckmannia syzigachne,Beckmannia syzigachne,2015,Least Concern,NA,NA,NA,NA,NA,NA,138,Yes,99390337.27,260,EN,61003674.87,LC,60311218.9,LC,41278631.08,LC,67,2532818.095,164,EN,1017461.909,LC,1021530.908,LC,530712.8439,LC,71,99390337.27,128,EN,61003674.87,LC,60311218.9,LC,41278631.08,LC
Berula erecta,Berula erecta,2012,Least Concern,NA,NA,NA,NA,NA,NA,39434,Yes,254806413.9,44928,LC,121553574.8,LC,114081236.9,LC,48002408.92,LC,18864,168940073.3,23928,LC,35310733.85,LC,39622257.55,LC,17661001.68,LC,20570,253440454,28844,LC,121241696.9,LC,113654358.1,LC,47820042.95,LC
Betula alleghaniensis,Betula alleghaniensis,2013,Least Concern,NA,NA,NA,NA,NA,NA,115,Yes,23385539.38,376,EN,6744006.203,LC,5619724.496,LC,2299085.338,LC,4,207350.3098,12,EN,2696.695706,EN,3052.799389,EN,3052.799389,EN,111,23385539.38,356,EN,6743288.746,LC,5618256.202,LC,2297617.045,LC
Betula cordifolia,Betula cordifolia,2014,Least Concern,NA,NA,NA,NA,NA,NA,30,Yes,250698.131,92,EN,77949.0621,LC,77480.32626,LC,76433.37973,LC,1,0,4,CR,0,CR,0,CR,0,CR,29,250698.131,100,EN,77949.0621,LC,77480.32626,LC,76433.37973,LC
Betula glandulosa,Betula glandulosa,2013,Least Concern,NA,NA,NA,NA,NA,NA,19,Yes,54782806.86,76,EN,25363022.67,LC,29361607.33,LC,20056357.96,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,54782806.86,76,EN,25363022.67,LC,29361607.33,LC,20056357.96,LC
Betula lenta,Betula lenta,2013,Least Concern,NA,NA,NA,NA,NA,NA,30,Yes,15476766.49,112,EN,5645018.739,LC,5510842.556,LC,1240205.575,LC,6,13569493.74,24,EN,2502815.549,LC,2676715.306,LC,425561.3882,LC,24,15461985.11,88,EN,4808551.926,LC,4604257.842,LC,1020160.678,LC
Betula michauxii,Betula michauxii,2013,Least Concern,NA,NA,NA,NA,NA,NA,5,Yes,297627.6425,16,EN,40297.70291,LC,38791.50085,LC,19541.42701,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,297627.6425,16,EN,40297.70291,LC,38791.50085,LC,19541.42701,VU
Betula nana,Betula nana,2013,Least Concern,NA,NA,NA,NA,NA,NA,38091,Yes,68068898.02,78968,LC,43443777.14,LC,40936248.27,LC,26881679.1,LC,28960,36376561.65,61164,LC,23780289.13,LC,23281474.7,LC,18097556.68,LC,9131,63129565.72,21448,LC,39014682.83,LC,38317168.97,LC,24693863.11,LC
Betula nigra,Betula nigra,2013,Least Concern,NA,NA,NA,NA,NA,NA,18,Yes,226395695.8,56,EN,48044264.72,LC,59951435.39,LC,25880900.71,LC,4,14354937.15,16,EN,1501338.118,LC,1771293.612,LC,165442.225,LC,14,219223387,44,EN,46294999.95,LC,58089466.21,LC,25455020.42,LC
Betula occidentalis,Betula occidentalis,2013,Least Concern,NA,NA,NA,NA,NA,NA,7,Yes,1486922.661,28,EN,742771.2877,LC,708073.4133,LC,708073.4133,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1486922.661,28,EN,742771.2877,LC,708073.4133,LC,708073.4133,LC
Betula papyrifera,Betula papyrifera,2013,Least Concern,NA,NA,NA,NA,NA,NA,182,Yes,22186679.68,600,VU,14718587.75,LC,14594795.51,LC,7168581.156,LC,14,12213640.99,52,EN,3420431.173,LC,4027259.43,LC,1068289.913,LC,168,17276400.14,552,VU,13000855.94,LC,12903945.88,LC,6737838.008,LC
Betula pendula,Betula pendula,2014,Least Concern,NA,NA,NA,NA,NA,NA,4515,Yes,284410771.6,12432,LC,128473393.1,LC,115203562.3,LC,64060804.83,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4515,284410771.6,12432,LC,128473393.1,LC,115203562.3,LC,64060804.83,LC
Betula populifolia,Betula populifolia,2013,Least Concern,NA,NA,NA,NA,NA,NA,28,Yes,8168834.521,104,EN,2549566.694,LC,2491552.47,LC,667615.3491,LC,1,0,4,CR,0,CR,0,CR,0,CR,27,8168834.521,100,EN,2531310.017,LC,2475359.454,LC,651422.3331,LC
