query_name,recordType,elementGlobalId,scientificName,primaryCommonName,classificationStatus,roundedGRank,gRank
Abies amabilis,SPECIES,143719,Abies amabilis,Pacific Silver Fir,Standard,G5,G5
Abies balsamea,SPECIES,152370,Abies balsamea,Balsam Fir,Standard,G5,G5
Abies concolor,SPECIES,137897,Abies concolor,White Fir,Standard,G5,G5
Abies fraseri,SPECIES,128167,Abies fraseri,Fraser Fir,Standard,G2,G2
Abies grandis,SPECIES,146468,Abies grandis,Grand Fir,Standard,G5,G5
Abies lasiocarpa,SPECIES,144815,Abies lasiocarpa,Subalpine Fir,Standard,G5,G5
Abies magnifica,SPECIES,142119,Abies magnifica,California Red Fir,Standard,G5,G5
Abies procera,SPECIES,159773,Abies procera,Noble Fir,Standard,G5,G5
Abutilon incanum,SPECIES,157692,Abutilon incanum,Hoary Indian-mallow,Standard,G5,G5?
Acacia auriculiformis,SPECIES,146783,Acacia auriculiformis,Ear-leaf Acacia,Standard,GNR,GNR
Acacia confusa,SPECIES,156145,Acacia confusa,Formosan Koa,Standard,GNR,GNR
Acacia koa,SPECIES,142452,Acacia koa,Koa,Standard,G4,G4?
Acanthocereus tetragonus,SPECIES,135685,Acanthocereus tetragonus,Triangle Cactus,Standard,G5,G5
Acer circinatum,SPECIES,140940,Acer circinatum,Vine Maple,Standard,G5,G5
Acer glabrum,SPECIES,138747,Acer glabrum,Mountain Maple,Standard,G5,G5
Acer grandidentatum,SPECIES,161573,Acer grandidentatum,Bigtooth Maple,Standard,G4,G4G5
Acer leucoderme,SPECIES,160863,Acer leucoderme,Chalk Maple,Standard,G5,G5
Acer macrophyllum,SPECIES,143337,Acer macrophyllum,Bigleaf Maple,Standard,G5,G5
Acer nigrum,SPECIES,138128,Acer nigrum,Black Maple,Standard,G5,G5
Acer pensylvanicum,SPECIES,145579,Acer pensylvanicum,Striped Maple,Standard,G5,G5
Acer rubrum,SPECIES,159330,Acer rubrum,Red Maple,Standard,G5,G5
Acer saccharinum,SPECIES,136917,Acer saccharinum,Silver Maple,Standard,G5,G5
Acer saccharum,SPECIES,145639,Acer saccharum,Sugar Maple,Standard,G5,G5
Acer spicatum,SPECIES,140241,Acer spicatum,Mountain Maple,Standard,G5,G5
Acorus calamus,SPECIES,134366,Acorus calamus,European Sweetflag,Standard,G4,G4?
Acrostichum aureum,SPECIES,160827,Acrostichum aureum,Golden Leather Fern,Standard,G5,G5
Acrostichum danaeifolium,SPECIES,134035,Acrostichum danaeifolium,Inland Leather Fern,Standard,G4,G4G5
Adenostoma sparsifolium,SPECIES,149415,Adenostoma sparsifolium,Ribbon-wood,Standard,G4,G4G5
Adiantum capillus-veneris,SPECIES,158611,Adiantum capillus-veneris,Southern Maidenhair Fern,Standard,G5,G5
Aeschynomene indica,SPECIES,146199,Aeschynomene indica,Indian Joint-vetch,Standard,G5,G5
Aesculus californica,SPECIES,153114,Aesculus californica,California Buckeye,Standard,G5,G5
Aesculus flava,SPECIES,158410,Aesculus flava,Yellow Buckeye,Standard,G5,G5
Aesculus glabra,SPECIES,135794,Aesculus glabra,Ohio Buckeye,Standard,G5,G5
Aesculus parviflora,SPECIES,149394,Aesculus parviflora,Small-flowered Buckeye,Standard,G3,G3
Aesculus pavia,SPECIES,142185,Aesculus pavia,Red Buckeye,Standard,G5,G5
Aesculus sylvatica,SPECIES,129561,Aesculus sylvatica,Painted Buckeye,Standard,G5,G5
Agave americana,SPECIES,148625,Agave americana,American Century Plant,Standard,GNR,GNR
Agave chrysantha,SPECIES,153399,Agave chrysantha,Golden Flower Agave,Standard,G4,G4G5
Agave deserti,SPECIES,133754,Agave deserti,Desert Agave,Standard,G4,G4
Agave lechuguilla,SPECIES,134977,Agave lechuguilla,Lecheguilla Agave,Standard,G5,G5
Agave mckelveyana,SPECIES,153612,Agave mckelveyana,Mckelvey's Agave,Standard,G4,G4
Agave palmeri,SPECIES,154952,Agave palmeri,Palmer's Agave,Standard,G4,G4?
Agave parryi,SPECIES,958964,Agave parryi,Parry's Agave,Standard,G5,G5
Agave parviflora,SPECIES,153004,Agave parviflora,Small-flower Agave,Standard,G3,G3
Agave schottii,SPECIES,133858,Agave schottii,Schott's Century Plant,Standard,G5,G5
Agave shawii,SPECIES,145119,Agave shawii,Shaw's Agave,Standard,G2,G2G3
Agave toumeyana,SPECIES,154970,Agave toumeyana,Toumey's Agave,Standard,G3,G3
Agave univittata,SPECIES,160129,Agave univittata,Thorn-crest Agave,Standard,G5,G5?
Agave utahensis,SPECIES,157120,Agave utahensis,Utah Agave,Standard,G4,G4
Ageratina havanensis,SPECIES,128250,Ageratina havanensis,Havana Thorough-wort,Standard,G5,G5
Agrostis canina,SPECIES,152742,Agrostis canina,Brown Bentgrass,Standard,G5,G5
Agrostis clavata,SPECIES,130390,Agrostis clavata,Clubbed Bent,Standard,G4,G4G5
Agrostis perennans,SPECIES,148858,Agrostis perennans,Perennial Bentgrass,Standard,G5,G5
Aldrovanda vesiculosa,SPECIES,935212,Aldrovanda vesiculosa,Waterwheel Plant,Provisional,GNR,GNR
Alisma plantago-aquatica,SPECIES,140234,Alisma plantago-aquatica,European Water-plantain,Standard,GNR,GNR
Alisma subcordatum,SPECIES,148655,Alisma subcordatum,Broadleaf Water-plantain,Standard,G5,G5
Alisma triviale,SPECIES,147119,Alisma triviale,Northern Water-plantain,Standard,G5,G5
Allium geyeri,SPECIES,136662,Allium geyeri,Geyer's Onion,Standard,G4,G4G5
Allium schoenoprasum,SPECIES,160634,Allium schoenoprasum,Wild Chives,Standard,G5,G5
Allium triquetrum,SPECIES,149898,Allium triquetrum,Triangle Onion,Standard,GNR,GNR
Allium validum,SPECIES,151987,Allium validum,Tall Swamp Onion,Standard,G4,G4
Alnus incana,SPECIES,161464,Alnus incana,Speckled Alder,Standard,G5,G5
Alnus maritima,SPECIES,154229,Alnus maritima,Seaside Alder,Standard,G3,G3
Alnus nepalensis,SPECIES,149446,Alnus nepalensis,Nepal Alder,Standard,GNR,GNR
Alnus rhombifolia,SPECIES,153451,Alnus rhombifolia,White Alder,Standard,G5,G5
Alnus rubra,SPECIES,136265,Alnus rubra,Red Alder,Standard,G5,G5
Alnus serrulata,SPECIES,138391,Alnus serrulata,Brookside Alder,Standard,G5,G5
Alopecurus aequalis,SPECIES,152667,Alopecurus aequalis,Short-awn Foxtail,Standard,G5,G5
Alopecurus carolinianus,SPECIES,151682,Alopecurus carolinianus,Tufted Foxtail,Standard,G5,G5
Alternanthera sessilis,SPECIES,129015,Alternanthera sessilis,Sessile Chaff-flower,Standard,G5,G5
Alvaradoa amorphoides,SPECIES,134250,Alvaradoa amorphoides,Mexican Alvaradoa,Standard,G5,G5
Amaranthus tuberculatus,SPECIES,159907,Amaranthus tuberculatus,Rough-fruit Amaranth,Standard,G4,G4G5
Amelanchier alnifolia,SPECIES,128031,Amelanchier alnifolia,Saskatoon Serviceberry,Standard,G5,G5
Amelanchier arborea,SPECIES,135581,Amelanchier arborea,Downy Serviceberry,Standard,G5,G5
Amelanchier bartramiana,SPECIES,138763,Amelanchier bartramiana,Bartram Shadbush,Standard,G5,G5
Amelanchier canadensis,SPECIES,149301,Amelanchier canadensis,Oblong-leaf Serviceberry,Standard,G5,G5
Amelanchier laevis,SPECIES,161261,Amelanchier laevis,Allegheny Serviceberry,Standard,G5,G5
Amelanchier sanguinea,SPECIES,133218,Amelanchier sanguinea,Roundleaf Shadbush,Standard,G5,G5
Amelanchier utahensis,SPECIES,160985,Amelanchier utahensis,Utah Serviceberry,Standard,G5,G5
Ammannia auriculata,SPECIES,128197,Ammannia auriculata,Wright's Ammannia,Standard,G5,G5
Ammannia robusta,SPECIES,154332,Ammannia robusta,Grand Redstem,Standard,G5,G5
Amyris balsamifera,SPECIES,158212,Amyris balsamifera,Balsam Torchwood,Standard,G4,G4
Amyris elemifera,SPECIES,149745,Amyris elemifera,Sea Torchwood,Standard,G5,G5
Andira inermis,SPECIES,140798,Andira inermis,Cabbage-bark Tree,Standard,G5,G5
Andromeda polifolia,SPECIES,148743,Andromeda polifolia,Bog Rosemary,Standard,G5,G5
Andropogon virginicus,SPECIES,136089,Andropogon virginicus,Broom-sedge,Standard,G5,G5
Angelica atropurpurea,SPECIES,147636,Angelica atropurpurea,Great Angelica,Standard,G5,G5
Aniseia martinicensis,SPECIES,133293,Aniseia martinicensis,Whitejacket,Standard,GNR,GNR
Apium graveolens,SPECIES,131636,Apium graveolens,Wild Celery,Standard,GNR,GNR
Aralia humilis,SPECIES,143584,Aralia humilis,Arizona Spikenard,Standard,G3,G3G4
Aralia spinosa,SPECIES,137301,Aralia spinosa,Hercules Club,Standard,G5,G5
Arbutus arizonica,SPECIES,157810,Arbutus arizonica,Arizona Madrone,Standard,G4,G4
Arbutus menziesii,SPECIES,133817,Arbutus menziesii,Pacific Madrone,Standard,G5,G5
Arctophila fulva,SPECIES,150009,Arctophila fulva,Pendantgrass,Standard,G5,G5
Arctostaphylos columbiana,SPECIES,153166,Arctostaphylos columbiana,Bristly Manzanita,Standard,G5,G5
Arctostaphylos glauca,SPECIES,156884,Arctostaphylos glauca,Bigberry Manzanita,Standard,G5,G5
Arctostaphylos pringlei,SPECIES,134719,Arctostaphylos pringlei,Pink-bract Manzanita,Standard,G4,G4?
Arctostaphylos pungens,SPECIES,137556,Arctostaphylos pungens,Mexican Manzanita,Standard,G5,G5
Ardisia escallonioides,SPECIES,145262,Ardisia escallonioides,Mariberry,Standard,G4,G3G5
Arethusa bulbosa,SPECIES,142646,Arethusa bulbosa,Dragon's-mouth,Standard,G5,G5
Argyroxiphium sandwicense,SPECIES,160162,Argyroxiphium sandwicense,Hinahina,Standard,G2,G2
Ariocarpus fissuratus,SPECIES,155239,Ariocarpus fissuratus,Chautle-living Rock,Standard,G4,G4
Artemisia tridentata,SPECIES,130545,Artemisia tridentata,Big Sagebrush,Standard,G5,G5
Arundo donax,SPECIES,151208,Arundo donax,Giant Reed,Standard,G5,G5
Asclepias exaltata,SPECIES,145072,Asclepias exaltata,Poke Milkweed,Standard,G5,G5
Asclepias incarnata,SPECIES,129944,Asclepias incarnata,Swamp Milkweed,Standard,G5,G5
Asimina parviflora,SPECIES,139930,Asimina parviflora,Dwarf Pawpaw,Standard,G5,G5
Asimina triloba,SPECIES,148616,Asimina triloba,Pawpaw,Standard,G5,G5
Asparagus aethiopicus,SPECIES,833959,Asparagus aethiopicus,Sprenger's Asparagus-fern,Provisional,GNR,GNR
Asphodelus fistulosus,SPECIES,151922,Asphodelus fistulosus,Onion-weed,Standard,GNR,GNR
Astragalus calycosus,SPECIES,151288,Astragalus calycosus,King's Milkvetch,Standard,G5,G5
Astragalus crassicarpus,SPECIES,158969,Astragalus crassicarpus,Ground-plum,Standard,G5,G5
Astragalus lentiginosus,SPECIES,130275,Astragalus lentiginosus,Mottled Milkvetch,Standard,G5,G5
Astragalus mollissimus,SPECIES,132972,Astragalus mollissimus,Woolly Milkvetch,Standard,G5,G5
Astragalus oophorus,SPECIES,132971,Astragalus oophorus,Spindle Milkvetch,Standard,G4,G4
Astragalus whitneyi,SPECIES,130494,Astragalus whitneyi,Whitney's Milkvetch,Standard,G5,G5
Astrophytum asterias,SPECIES,132943,Astrophytum asterias,Star Cactus,Standard,G1,G1G2
Atamisquea emarginata,SPECIES,133084,Atamisquea emarginata,Desert Tree Caper,Standard,G4,G4
Avicennia germinans,SPECIES,157922,Avicennia germinans,Black Mangrove,Standard,G5,G5
Baccharis halimifolia,SPECIES,154061,Baccharis halimifolia,Eastern Baccharis,Standard,G5,G5
Bacopa monnieri,SPECIES,136553,Bacopa monnieri,Coastal Water-hyssop,Standard,G5,G5?
Bacopa rotundifolia,SPECIES,146050,Bacopa rotundifolia,Roundleaf Water-hyssop,Standard,G5,G5
Baldellia ranunculoides,SPECIES,150083,Baldellia ranunculoides,Lesser Water-plantain,Standard,GU,GUQ
Barbarea vulgaris,SPECIES,158226,Barbarea vulgaris,Garden Yellow-rocket,Standard,GNR,GNR
Bartonia paniculata,SPECIES,147579,Bartonia paniculata,Twining Screwstem,Standard,G5,G5
Bauhinia purpurea,SPECIES,158234,Bauhinia purpurea,Butterfly-tree,Standard,GNR,GNR
Bauhinia variegata,SPECIES,159495,Bauhinia variegata,Mountain-ebony,Standard,GNR,GNR
Beckmannia syzigachne,SPECIES,150035,Beckmannia syzigachne,American Sloughgrass,Standard,G5,G5
Berula erecta,SPECIES,141490,Berula erecta,Wild Parsnip,Standard,G4,G4G5
Betula alleghaniensis,SPECIES,133573,Betula alleghaniensis,Yellow Birch,Standard,G5,G5
Betula glandulosa,SPECIES,150857,Betula glandulosa,Tundra Dwarf Birch,Standard,G5,G5
Betula lenta,SPECIES,147443,Betula lenta,Sweet Birch,Standard,G5,G5
Betula michauxii,SPECIES,159691,Betula michauxii,Newfoundland Dwarf Birch,Provisional,G5,G5
Betula nana,SPECIES,135221,Betula nana,Swamp Birch,Standard,G5,G5
Betula nigra,SPECIES,160835,Betula nigra,River Birch,Standard,G5,G5
Betula occidentalis,SPECIES,154206,Betula occidentalis,Spring Birch,Standard,G5,G5
Betula papyrifera,SPECIES,128519,Betula papyrifera,Paper Birch,Standard,G5,G5
Betula populifolia,SPECIES,150177,Betula populifolia,Gray Birch,Standard,G5,G5
Betula pumila,SPECIES,144122,Betula pumila,Swamp Birch,Standard,G5,G5
Bidens amplissima,SPECIES,142891,Bidens amplissima,Vancouver Island Beggarticks,Standard,G3,G3
Bidens campylotheca,SPECIES,130281,Bidens campylotheca,Ko`oko`olau,Standard,G2,G2
Bidens cernua,SPECIES,129882,Bidens cernua,Nodding Beggarticks,Standard,G5,G5
Bidens frondosa,SPECIES,130456,Bidens frondosa,Devil's Beggarticks,Standard,G5,G5
Bidens tripartita,SPECIES,147825,Bidens tripartita,Three-lobe Beggarticks,Standard,G5,G5
Bidens vulgata,SPECIES,143203,Bidens vulgata,Tall Bur-marigold,Standard,G5,G5
Bixa orellana,SPECIES,151105,Bixa orellana,Lipstick Tree,Standard,GNR,GNR
Blyxa aubertii,SPECIES,132868,Blyxa aubertii,Blyxa,Standard,GNR,GNR
Boehmeria cylindrica,SPECIES,147995,Boehmeria cylindrica,Small-spike False Nettle,Standard,G5,G5
Bolboschoenus maritimus,SPECIES,128680,Bolboschoenus maritimus,Saltmarsh Bulrush,Standard,G5,G5
Borrichia arborescens,SPECIES,137850,Borrichia arborescens,Tree Oxeye,Standard,G4,G4
Bourreria succulenta,SPECIES,134524,Bourreria succulenta,Pigeonberry,Standard,G4,G4G5
Brachiaria reptans,SPECIES,147523,Brachiaria reptans,Sprawling Signal Grass,Standard,G5,G5
Brachiaria subquadripara,SPECIES,155905,Brachiaria subquadripara,Tropical Signal Grass,Standard,GNR,GNR
Brachiaria texana,SPECIES,155000,Brachiaria texana,Texas Signal Grass,Standard,G5,G5?
Brasenia schreberi,SPECIES,130243,Brasenia schreberi,Watershield,Standard,G5,G5
Brighamia insignis,SPECIES,142536,Brighamia insignis,Alula,Standard,G1,G1
Broussonetia papyrifera,SPECIES,150463,Broussonetia papyrifera,Paper-mulberry,Standard,GNR,GNR
Buddleja sessiliflora,SPECIES,152923,Buddleja sessiliflora,Rio Grande Butterfly-bush,Standard,G5,G5
Bulbostylis capillaris,SPECIES,158114,Bulbostylis capillaris,Dense-tuft Hairsedge,Standard,G5,G5
Bursera fagaroides,SPECIES,128398,Bursera fagaroides,Fragrant Bursera,Standard,G5,G5
Bursera microphylla,SPECIES,146551,Bursera microphylla,Elephant-tree,Standard,G4,G4
Bursera simaruba,SPECIES,145878,Bursera simaruba,Gumbo Limbo,Standard,G4,G4G5
Butomus umbellatus,SPECIES,144871,Butomus umbellatus,Flowering-rush,Standard,G5,G5
Calamagrostis canadensis,SPECIES,143587,Calamagrostis canadensis,Blue-joint Reedgrass,Standard,G5,G5
Calamagrostis lapponica,SPECIES,152486,Calamagrostis lapponica,Lapland Reedgrass,Standard,G5,G5
Calla palustris,SPECIES,130791,Calla palustris,Wild Calla,Standard,G5,G5
Callitriche brutia,SPECIES,982608,Callitriche brutia,NA,Provisional,GNR,GNR
Callitriche hermaphroditica,SPECIES,132913,Callitriche hermaphroditica,Autumnal Water-starwort,Standard,G5,G5
Callitriche heterophylla,SPECIES,133004,Callitriche heterophylla,Large Water-starwort,Standard,G5,G5
Callitriche palustris,SPECIES,151877,Callitriche palustris,Vernal Water-starwort,Standard,G5,G5
Callitriche stagnalis,SPECIES,128613,Callitriche stagnalis,Pond Water-starwort,Standard,GNR,GNR
Calocedrus decurrens,SPECIES,161140,Calocedrus decurrens,Incense Cedar,Standard,G5,G5
Calopogon multiflorus,SPECIES,138609,Calopogon multiflorus,Many-flower Grass-pink,Standard,G2,G2G3
Calopogon tuberosus,SPECIES,130848,Calopogon tuberosus,Tuberous Grass-pink,Standard,G5,G5
Caltha leptosepala,SPECIES,138728,Caltha leptosepala,Slender-sepal Marsh-marigold,Standard,G5,G5
Caltha natans,SPECIES,149804,Caltha natans,Floating Marsh-marigold,Standard,G5,G5
Calystegia sepium,SPECIES,133664,Calystegia sepium,Hedge False Bindweed,Standard,G5,G5
Campanula aparinoides,SPECIES,147441,Campanula aparinoides,Marsh Bellflower,Standard,G5,G5
Canadanthus modestus,SPECIES,140352,Canadanthus modestus,Great Northern Aster,Standard,G5,G5
Canavalia sericea,SPECIES,146666,Canavalia sericea,Silky Jackbean,Standard,GNR,GNR
Canotia holacantha,SPECIES,130730,Canotia holacantha,Crucifixion-thorn,Standard,G5,G5
Capsicum annuum,SPECIES,144407,Capsicum annuum,Cayenne Pepper,Standard,G5,G5
Cardamine bulbosa,SPECIES,157402,Cardamine bulbosa,Bulbous Bittercress,Standard,G5,G5
Cardamine pensylvanica,SPECIES,130552,Cardamine pensylvanica,Pennsylvania Bittercress,Standard,G5,G5
Carex acutiformis,SPECIES,151159,Carex acutiformis,Lesser Pond Sedge,Standard,GNR,GNR
Carex adelostoma,SPECIES,142591,Carex adelostoma,Circumpolar Sedge,Standard,G4,G4
Carex aquatilis,SPECIES,131510,Carex aquatilis,Water Sedge,Standard,G5,G5
Carex atherodes,SPECIES,131667,Carex atherodes,Awned Sedge,Standard,G5,G5
Carex atlantica,SPECIES,152310,Carex atlantica,Prickly Bog Sedge,Standard,G5,G5
Carex bebbii,SPECIES,131511,Carex bebbii,Bebb's Sedge,Standard,G5,G5
Carex bicolor,SPECIES,143873,Carex bicolor,Two-color Sedge,Standard,G5,G5
Carex brunnescens,SPECIES,128098,Carex brunnescens,Brownish Sedge,Standard,G5,G5
Carex buxbaumii,SPECIES,144092,Carex buxbaumii,Buxbaum's Sedge,Standard,G5,G5
Carex canescens,SPECIES,159451,Carex canescens,Hoary Sedge,Standard,G5,G5
Carex chordorrhiza,SPECIES,154118,Carex chordorrhiza,Creeping Sedge,Standard,G5,G5
Carex comosa,SPECIES,141025,Carex comosa,Bristly Sedge,Standard,G5,G5
Carex crinita,SPECIES,144093,Carex crinita,Fringed Sedge,Standard,G5,G5
Carex cryptolepis,SPECIES,157591,Carex cryptolepis,Northeastern Sedge,Standard,G4,G4G5
Carex debilis,SPECIES,141294,Carex debilis,White-edge Sedge,Standard,G5,G5
Carex diandra,SPECIES,156628,Carex diandra,Lesser Panicled Sedge,Standard,G5,G5
Carex distans,SPECIES,128694,Carex distans,Distant Sedge,Standard,GNR,GNR
Carex divisa,SPECIES,143776,Carex divisa,Separated Sedge,Standard,GNR,GNR
Carex echinata,SPECIES,154335,Carex echinata,Little Prickly Sedge,Standard,G5,G5
Carex exilis,SPECIES,148060,Carex exilis,Coastal Sedge,Standard,G5,G5
Carex extensa,SPECIES,154615,Carex extensa,Long-bract Sedge,Standard,GNR,GNR
Carex flava,SPECIES,143346,Carex flava,Yellow Sedge,Standard,G5,G5
Carex folliculata,SPECIES,158881,Carex folliculata,Long Sedge,Standard,G5,G5
Carex glareosa,SPECIES,141293,Carex glareosa,Weak-cluster Sedge,Standard,G5,G5
Carex granularis,SPECIES,128657,Carex granularis,Meadow Sedge,Standard,G5,G5
Carex gynandra,SPECIES,151412,Carex gynandra,Nodding Sedge,Standard,G5,G5
Carex gynocrates,SPECIES,143345,Carex gynocrates,Northern Bog Sedge,Standard,G5,G5
Carex haydenii,SPECIES,130368,Carex haydenii,Cloud Sedge,Standard,G5,G5
Carex heleonastes,SPECIES,129532,Carex heleonastes,Hudson Bay Sedge,Standard,G4,G4
Carex holostoma,SPECIES,148064,Carex holostoma,Arctic Marsh Sedge,Standard,G4,G4G5
Carex hyalinolepis,SPECIES,128113,Carex hyalinolepis,Shoreline Sedge,Standard,G4,G4G5
Carex hystericina,SPECIES,130672,Carex hystericina,Porcupine Sedge,Standard,G5,G5
Carex interior,SPECIES,129531,Carex interior,Inland Sedge,Standard,G5,G5
Carex intumescens,SPECIES,152678,Carex intumescens,Greater Bladder Sedge,Standard,G5,G5
Carex lacustris,SPECIES,130802,Carex lacustris,Lake-bank Sedge,Standard,G5,G5
Carex laevivaginata,SPECIES,142795,Carex laevivaginata,Smooth-sheath Sedge,Standard,G5,G5
Carex lapponica,SPECIES,131038,Carex lapponica,Lapland Sedge,Standard,G4,G4G5
Carex lasiocarpa,SPECIES,141058,Carex lasiocarpa,Slender Sedge,Standard,G5,G5
Carex laxa,SPECIES,128660,Carex laxa,Weak Sedge,Standard,G5,G5?
Carex leptalea,SPECIES,156580,Carex leptalea,Bristly-stalked Sedge,Standard,G5,G5
Carex limosa,SPECIES,143035,Carex limosa,Mud Sedge,Standard,G5,G5
Carex livida,SPECIES,156320,Carex livida,Livid Sedge,Standard,G5,G5
Carex loliacea,SPECIES,156609,Carex loliacea,Ryegrass Sedge,Standard,G5,G5
Carex lupulina,SPECIES,147816,Carex lupulina,Hop Sedge,Standard,G5,G5
Carex lurida,SPECIES,139657,Carex lurida,Shallow Sedge,Standard,G5,G5
Carex lyngbyei,SPECIES,129613,Carex lyngbyei,Lyngbye's Sedge,Standard,G5,G5
Carex macrochaeta,SPECIES,130674,Carex macrochaeta,Alaska Large Awn Sedge,Standard,G5,G5
Carex magellanica,SPECIES,156719,Carex magellanica,Boreal Bog Sedge,Standard,G5,G5
Carex marina,SPECIES,158882,Carex marina,Sea Sedge,Standard,G5,G5
Carex michauxiana,SPECIES,142796,Carex michauxiana,Michaux's Sedge,Standard,G5,G5
Carex microglochin,SPECIES,155683,Carex microglochin,False Uncinia Sedge,Standard,G5,G5
Carex nebrascensis,SPECIES,154663,Carex nebrascensis,Nebraska Sedge,Standard,G5,G5
Carex nigra,SPECIES,143034,Carex nigra,Black Sedge,Standard,G5,G5
Carex norvegica,SPECIES,139655,Carex norvegica,Scandinavian Sedge,Standard,G5,G5
Carex obnupta,SPECIES,144548,Carex obnupta,Slough Sedge,Standard,G5,G5
Carex oligosperma,SPECIES,156566,Carex oligosperma,Few-seed Sedge,Standard,G5,G5
Carex paleacea,SPECIES,151090,Carex paleacea,Chaffy Sedge,Standard,G5,G5
Carex pauciflora,SPECIES,154231,Carex pauciflora,Few-flower Sedge,Standard,G5,G5
Carex pedunculata,SPECIES,130427,Carex pedunculata,Longstalk Sedge,Standard,G5,G5
Carex pellita,SPECIES,147074,Carex pellita,Woolly Sedge,Standard,G5,G5
Carex pluriflora,SPECIES,145405,Carex pluriflora,Several-flowered Sedge,Standard,G5,G5
Carex prairea,SPECIES,158457,Carex prairea,Prairie Sedge,Standard,G5,G5
Carex prasina,SPECIES,133041,Carex prasina,Drooping Sedge,Standard,G4,G4
Carex pseudocyperus,SPECIES,128309,Carex pseudocyperus,Cyperus-like Sedge,Standard,G5,G5
Carex rariflora,SPECIES,130224,Carex rariflora,Loose-flower Alpine Sedge,Standard,G5,G5
Carex retrorsa,SPECIES,155374,Carex retrorsa,Retrorse Sedge,Standard,G5,G5
Carex rotundata,SPECIES,158462,Carex rotundata,Roundfruit Sedge,Standard,G5,G5
Carex sartwellii,SPECIES,150840,Carex sartwellii,Sartwell's Sedge,Standard,G5,G5
Carex saxatilis,SPECIES,156981,Carex saxatilis,Russet Sedge,Standard,G5,G5
Carex scabrata,SPECIES,136459,Carex scabrata,Rough Sedge,Standard,G5,G5
Carex sterilis,SPECIES,131036,Carex sterilis,Dioecious Sedge,Standard,G4,G4G5
Carex stipata,SPECIES,145291,Carex stipata,Awl-fruit Sedge,Standard,G5,G5
Carex stricta,SPECIES,147264,Carex stricta,Tussock Sedge,Standard,G5,G5
Carex stylosa,SPECIES,142696,Carex stylosa,Long-styled Sedge,Standard,G5,G5
Carex subspathacea,SPECIES,155891,Carex subspathacea,Hoppner's Sedge,Standard,G5,G5
Carex tenuiflora,SPECIES,145888,Carex tenuiflora,Sparse-flower Sedge,Standard,G5,G5
Carex trisperma,SPECIES,145403,Carex trisperma,Three-seeded Sedge,Standard,G5,G5
Carex tuckermanii,SPECIES,145976,Carex tuckermanii,Tuckerman's Sedge,Standard,G5,G5
Carex unilateralis,SPECIES,158135,Carex unilateralis,One-sided Sedge,Standard,G5,G5
Carex utriculata,SPECIES,157731,Carex utriculata,Beaked Sedge,Standard,G5,G5
Carex vaginata,SPECIES,130645,Carex vaginata,Sheathed Sedge,Standard,G5,G5
Carex vesicaria,SPECIES,156717,Carex vesicaria,Inflated Sedge,Standard,G5,G5
Carex vulpinoidea,SPECIES,159438,Carex vulpinoidea,Fox Sedge,Standard,G5,G5
Carex wiegandii,SPECIES,152271,Carex wiegandii,Wiegand's Sedge,Standard,G4,G4G5
Carnegiea gigantea,SPECIES,131072,Carnegiea gigantea,Saguaro,Standard,G5,G5
Carpinus caroliniana,SPECIES,149194,Carpinus caroliniana,American Hornbeam,Standard,G5,G5
Carya aquatica,SPECIES,139393,Carya aquatica,Water Hickory,Standard,G5,G5
Carya cordiformis,SPECIES,156627,Carya cordiformis,Bitternut Hickory,Standard,G5,G5
Carya floridana,SPECIES,156074,Carya floridana,Scrub Hickory,Standard,G4,G4
Carya glabra,SPECIES,149302,Carya glabra,Sweet Pignut Hickory,Standard,G5,G5
Carya illinoinensis,SPECIES,140348,Carya illinoinensis,Pecan,Standard,G5,G5
Carya laciniosa,SPECIES,139611,Carya laciniosa,Big Shellbark Hickory,Standard,G5,G5
Carya myristiciformis,SPECIES,129485,Carya myristiciformis,Nutmeg Hickory,Standard,G4,G4
Carya ovata,SPECIES,152371,Carya ovata,Shagbark Hickory,Standard,G5,G5
Carya pallida,SPECIES,153561,Carya pallida,Sand Hickory,Standard,G5,G5
Carya texana,SPECIES,139016,Carya texana,Black Hickory,Standard,G4,G4
Carya tomentosa,SPECIES,140258,Carya tomentosa,Mockernut Hickory,Standard,G5,G5
Casasia clusiifolia,SPECIES,155489,Casasia clusiifolia,Seven-year Apple,Standard,G4,G3G5
Castanea dentata,SPECIES,153295,Castanea dentata,American Chestnut,Standard,G3,G3
Castela erecta,SPECIES,141274,Castela erecta,Erect Crucifixion-thorn,Standard,G4,G4G5
Castilleja minor,SPECIES,134320,Castilleja minor,Small-flower Indian-paintbrush,Standard,G5,G5
Catabrosa aquatica,SPECIES,134737,Catabrosa aquatica,Brook Grass,Standard,G5,G5
Catalpa bignonioides,SPECIES,157448,Catalpa bignonioides,Southern Catalpa,Standard,G4,G4
Catalpa speciosa,SPECIES,145196,Catalpa speciosa,Northern Catalpa,Standard,G4,G4?
Ceanothus thyrsiflorus,SPECIES,144892,Ceanothus thyrsiflorus,Blueblossom,Standard,G5,G5
Ceanothus velutinus,SPECIES,151235,Ceanothus velutinus,Tobacco Ceanothus,Standard,G5,G5
Celtis iguanaea,SPECIES,138107,Celtis iguanaea,Iguana Hackberry,Standard,G5,G5
Celtis laevigata,SPECIES,151026,Celtis laevigata,Sugarberry,Standard,G5,G5
Celtis occidentalis,SPECIES,152491,Celtis occidentalis,Common Hackberry,Standard,G5,G5
