scientificName,gbif_name,iucn_assessment_year,iucn_redlist_category,AOO.range,AOO_assessment,AOO_assessment_cat,EOO.range,EOO_assessment,EOO_assessment_cat,NOP,GBIF_points_in_NA,MER,AOOkm2,AOOcat,EOOkm2,EOOcat,EOOkm2_manual,EOO_manual_cat,EOOkm2_clipped,EOO_clipped_cat,NOP_old,MER_old,AOOkm2_old,AOOcat_old,EOOkm2_old,EOOcat_old,EOOkm2_manual_old,EOO_manual_old_cat,EOOkm2_clipped_old,EOO_clipped_old_cat,NOP_recent,MER_recent,AOOkm2_recent,AOOcat_recent,EOOkm2_recent,EOOcat_recent,EOOkm2_manual_recent,EOO_manual_recent_cat,EOOkm2_clipped_recent,EOO_clipped_recent_cat,overClassified,underClassified,correctlyClassified,5,8,"NA",11,7,2,1,9,4,6,3,10,12,Tree,Shrub,Succulent,Graminoid,Forb or Herb,Annual,Geophyte,Moss/Hydrophyte,Vines/Epiphyte/Lithophyte,Fern,EOOcat_long
Acer nigrum,Acer nigrum,2017,Least Concern,NA,NA,NA,NA,NA,NA,131,Yes,1856803.69723892,304,EN,984196.738523863,LC,985133.4066267144,LC,984786.3388179457,LC,25,575.609581027519,48,EN,392.507707814163,EN,392.91297184031436,EN,388.1722015979337,EN,106,1856803.69723892,252,EN,956709.051395942,LC,957028.9820985706,LC,957028.9820985706,LC,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Acer pensylvanicum,Acer pensylvanicum,2017,Least Concern,NA,NA,NA,NA,NA,NA,707,Yes,13702959.4947113,2080,NT,6115006.72125075,LC,5695754.437820989,LC,1834856.1239615516,LC,42,2488025.66292587,128,EN,1136448.26074923,LC,1088457.2037656722,LC,981391.3976612012,LC,665,13702959.4947113,1936,VU,6115006.72125077,LC,5695754.437820989,LC,1834856.1239615516,LC,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Least Concern
Acer rubrum,Acer rubrum,2017,Least Concern,NA,NA,NA,NA,NA,NA,30542,Yes,64152874.3288561,6620,LC,32974238.4267521,LC,32913814.20824085,LC,15145533.886159215,LC,28571,23328104.5634596,1120,VU,12284472.4060786,LC,11654219.032788655,LC,4280948.535969257,LC,1971,64152874.3288561,5508,LC,32974238.4267521,LC,32913814.20824085,LC,15145533.886159215,LC,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Acer saccharinum,Acer saccharinum,2017,Least Concern,NA,NA,NA,NA,NA,NA,36836,Yes,76824439.2885464,5284,LC,39734213.2270001,LC,43770247.67104167,LC,26130893.850303624,LC,35676,18800407.556081,1960,VU,10238529.2382969,LC,10566506.513579177,LC,3871819.954992581,LC,1160,62855489.5240301,3428,LC,40945640.8503211,LC,43770247.67104167,LC,26130893.850303624,LC,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Acer saccharum,Acer saccharum,2017,Least Concern,NA,NA,NA,NA,NA,NA,20037,Yes,85939243.6116578,4976,LC,36112964.2944653,LC,49916850.672179736,LC,26287897.406578414,LC,18338,14698896.5036049,1076,VU,6463505.64956146,LC,6067791.22440795,LC,2407999.9340251964,LC,1699,85939243.6116578,3928,LC,36112964.2944653,LC,49916850.672179736,LC,26287897.406578414,LC,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Acer spicatum,Acer spicatum,2017,Least Concern,NA,NA,NA,NA,NA,NA,297,Yes,6453750.47508526,956,VU,3340626.84432261,LC,3171087.36260841,LC,2897323.348215852,LC,19,2490804.23517824,64,EN,1251017.71335861,LC,1195110.2130808104,LC,1195110.2130808104,LC,278,6453750.47508526,880,VU,3340626.84432261,LC,3171087.36260841,LC,2897323.348215852,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Acorus calamus,Acorus calamus,2013,Least Concern,NA,NA,NA,NA,NA,NA,28775,Yes,56550467.9248611,34508,LC,41656135.8969527,LC,40970913.13169691,LC,29030691.750940066,LC,22589,55853621.0242585,28496,LC,36349386.6763883,LC,35261188.527996555,LC,25910722.59571261,LC,6186,55646156.072655,11160,LC,35071728.8573169,LC,35743812.211599715,LC,23913345.17962754,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Least Concern
Acrostichum aureum,Acrostichum aureum,2008,Least Concern,NA,NA,NA,NA,NA,NA,94,Yes,165231344.528229,288,EN,136859062.479498,LC,133801564.5220983,LC,43163187.83021725,LC,48,175445500.40149,168,EN,98822398.8299148,LC,107114695.75210676,LC,36124561.346322134,LC,46,126598204.015019,116,EN,102466400.884545,LC,101447536.46166313,LC,38272925.135981806,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Acrostichum danaeifolium,Acrostichum danaeifolium,2008,Least Concern,NA,NA,NA,NA,NA,NA,5,Yes,4111493.15792955,20,EN,1928800.45034685,LC,1994372.0736755647,LC,331772.5774792644,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4111493.15792955,20,EN,1928800.45034685,LC,1994372.0736755647,LC,331772.5774792644,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Adenostemma viscosum,Adenostemma viscosum,2019,Least Concern,NA,NA,NA,129000000,129000000,LC,37,No,13753208.032946,92,EN,3405428.21920007,LC,3423714.2149503534,LC,3032011.555720198,LC,22,4217941.63323758,80,EN,1277026.88697328,LC,1292154.3215910569,LC,1159061.5785092781,LC,15,10435525.234797,16,EN,392792.74961895,LC,346124.338635539,LC,326716.8312481999,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Least Concern
Adenostoma sparsifolium,Adenostoma sparsifolium,2019,Least Concern,1012-4150,1012,VU,158370,158370,LC,230,Yes,156655.716597805,464,EN,47243.8120104492,LC,45774.850020176586,LC,40118.68338756016,LC,3,31156.549918600602,12,EN,9387.5416905829,VU,9314.788559650362,VU,9079.533176902274,VU,227,156655.716597805,476,EN,47243.8120104492,LC,45774.850020176586,LC,40118.68338756016,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Least Concern
Adiantum capillus-veneris,Adiantum capillus-veneris,2018,Least Concern,NA,NA,NA,NA,NA,NA,10309,Yes,361671252.373779,12600,LC,243682756.991714,LC,233602346.12858316,LC,89821931.88277869,LC,6180,270230735.095593,7032,LC,144368300.092212,LC,145415286.6756485,LC,60977187.03020359,LC,4129,386565776.299994,7624,LC,311355292.854402,LC,233333931.41539493,LC,89687936.76403378,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Least Concern
Aegilops ventricosa,Aegilops ventricosa,2017,Least Concern,336,336,EN,3314369,3314369,LC,260,No,1471739.82945299,480,EN,690227.348912861,LC,701214.5529510706,LC,577664.9606421711,LC,132,1382788.88010083,240,EN,520016.913738231,LC,534831.3276428686,LC,485768.6627829226,LC,128,759584.44587235,260,EN,361510.764234249,LC,360565.10361271934,LC,237015.51130381975,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Least Concern
Aeschynomene indica,Aeschynomene indica,2018,Least Concern,NA,NA,NA,NA,NA,NA,1798,Yes,237948819.795354,4564,LC,146760335.3805,LC,115748486.1393269,LC,51818574.85473961,LC,1082,135506318.582689,3088,LC,82168781.4091908,LC,79721757.1079403,LC,36023243.17950992,LC,716,223990009.736889,1516,VU,124578301.860355,LC,100287362.01193787,LC,47397540.11911191,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Least Concern
Aesculus californica,Aesculus californica,2018,Least Concern,4212.00,4212,LC,2397483.37,2397483.37,LC,1257,Yes,31998842.9085434,2608,NT,11480338.2672536,LC,12307169.155064698,LC,6004435.620775953,LC,14,27350308.923813,56,EN,3029717.59647072,LC,2428248.939371476,LC,1968711.2841891067,LC,1243,31998842.9085434,2524,NT,10744290.314049,LC,11727600.24300852,LC,5530906.486305543,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Aesculus flava,Aesculus flava,2018,Least Concern,NA,NA,NA,NA,NA,NA,137,Yes,24905420.4490448,364,EN,9759816.86427266,LC,10502232.958019603,LC,2486060.6484472323,LC,28,20044854.4437714,64,EN,3077776.58716112,LC,2991849.622180909,LC,386496.4845204116,LC,109,24905420.4490448,304,EN,9759800.46083863,LC,10502212.097820546,LC,2486052.4911720217,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Aesculus glabra,Aesculus glabra,2018,Least Concern,NA,NA,NA,NA,NA,NA,288,Yes,37817631.2558405,812,VU,16858336.2420686,LC,17102775.19936487,LC,8883264.196750036,LC,50,3338209.18212738,108,EN,1577033.02689813,LC,1545279.5206259496,LC,1545040.7655335271,LC,238,37817631.2558405,708,VU,16858336.2420686,LC,17102775.19936487,LC,8883264.196750036,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Aesculus parviflora,Aesculus parviflora,2018,Least Concern,240.00,240,EN,1158755.32,1158755.32,LC,109,Yes,25781375.3668575,200,EN,10677907.9333945,LC,11535913.133656869,LC,2927214.941204985,LC,10,24571584.9719518,32,EN,5514474.24997833,LC,7033562.153156848,LC,1219284.1495730686,LC,99,25781375.3668575,176,EN,10677441.1240749,LC,11535544.888287736,LC,2926846.6958358525,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Aesculus pavia,Aesculus pavia,2018,Least Concern,1904.00,1904,VU,4219433.56,4219433.56,LC,486,Yes,24932594.8878991,1360,VU,9110918.43082337,LC,8805081.356851762,LC,2686583.7844434655,LC,40,22276957.9489152,128,EN,5920767.30961606,LC,5956137.24475465,LC,1590787.0215371926,LC,446,24914724.3223464,1240,VU,9103549.64573566,LC,8770504.722903686,LC,2674765.1908255396,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Aesculus sylvatica,Aesculus sylvatica,2018,Least Concern,268.00,268,EN,645216.39,645216.39,LC,99,Yes,225827.798494233,224,EN,122237.063122765,LC,122321.61803383005,LC,122321.61803383005,LC,2,16535.4004906094,8,CR,0,CR,0,CR,0,CR,97,214043.771327177,208,EN,93739.3271417001,LC,93876.45088383506,LC,93876.45088383506,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Agave albomarginata,Agave albomarginata,2018,Endangered,NA,NA,NA,2503-5002,2503,EN,115,Yes,524483.420518849,284,EN,159061.806276006,LC,169628.20595067646,LC,169628.20595067646,LC,1,0,4,CR,0,CR,0,CR,0,CR,114,524483.420518849,280,EN,159061.806276006,LC,169628.20595067646,LC,169628.20595067646,LC,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Least Concern
Agave americana,Agave americana,2018,Least Concern,NA,NA,NA,NA,NA,NA,7592,Yes,375505175.099622,14712,LC,244274173.570613,LC,242463348.3744289,LC,89263822.23273332,LC,1943,269254133.027809,3580,LC,143168538.013751,LC,142965043.304161,LC,56071277.789250016,LC,5649,375505175.099622,12016,LC,244274173.570613,LC,242463348.3744289,LC,89263822.23273332,LC,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Least Concern
Agave applanata,Agave applanata,2018,Least Concern,NA,NA,NA,44652,44652,LC,61,Yes,1559618.74324987,188,EN,213415.157802072,LC,229539.33587787178,LC,229539.33587787178,LC,3,461393.979736281,12,EN,17010.5746493583,VU,16019.074907222355,VU,16019.074907222355,VU,58,1559618.74324987,180,EN,213415.157802072,LC,227754.85904047702,LC,227754.85904047702,LC,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Least Concern
Agave chrysantha,Agave chrysantha,2018,Least Concern,NA,NA,NA,NA,NA,NA,33,Yes,42385.6054009531,84,EN,24450.2595648597,NT,24674.742240842897,NT,24674.742240842897,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,42385.6054009531,84,EN,24450.2595648597,NT,24674.742240842897,NT,24674.742240842897,NT,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Near Threatened
Agave deserti,Agave deserti,2018,Least Concern,NA,NA,NA,NA,NA,NA,297,Yes,638079.304719196,532,VU,296717.092059037,LC,305741.79148470145,LC,203461.42556304397,LC,8,88798.3841796382,32,EN,53445.4670135435,LC,53651.48421134916,LC,53651.48421134916,LC,289,627473.516563225,520,VU,265161.551680636,LC,274044.22850412223,LC,171763.86258246476,LC,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Least Concern
Agave lechuguilla,Agave lechuguilla,2018,Least Concern,NA,NA,NA,NA,NA,NA,387,Yes,1118520.38423304,1124,VU,508025.367177468,LC,507396.39680990257,LC,507396.39680990257,LC,29,983778.366735991,72,EN,297521.484655784,LC,269116.6778251799,LC,269116.6778251799,LC,358,987572.941031819,1064,VU,476526.930124602,LC,476091.83254224417,LC,476091.83254224417,LC,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Least Concern
Agave mckelveyana,Agave mckelveyana,2018,Near Threatened,NA,NA,NA,10363,10363,VU,8,Yes,135578.365043796,16,EN,5904.62431251465,VU,6526.825069462182,VU,6526.825069462182,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,135578.365043796,16,EN,5904.62431251465,VU,6526.825069462182,VU,6526.825069462182,VU,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Vulnerable
Agave palmeri,Agave palmeri,2018,Least Concern,NA,NA,NA,310608,310608,LC,220,Yes,112039.293045898,420,EN,68182.3298906702,LC,68353.04357508617,LC,68353.04357508617,LC,6,7766.70444545964,20,EN,1699.9809869801,EN,1704.8079595912277,EN,1704.8079595912277,EN,214,112039.293045898,404,EN,68182.3298906702,LC,68353.04357508617,LC,68353.04357508617,LC,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Least Concern
Agave parryi,Agave parryi,2018,Least Concern,NA,NA,NA,NA,NA,NA,173,Yes,45581324.8753163,460,EN,14051083.3318511,LC,14662663.589802712,LC,5242314.603207719,LC,7,232492.523323756,28,EN,111631.907979207,LC,111283.16583314794,LC,111283.16583314794,LC,166,45581324.8753163,448,EN,14051083.3318511,LC,14662663.589802712,LC,5242314.603207719,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Least Concern
Agave parviflora,Agave parviflora,2020,Least Concern,NA,NA,NA,NA,NA,NA,12,Yes,92016.473837107507,48,EN,27912.7710017074,NT,27837.76992937611,NT,27837.76992937611,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,92016.473837107507,48,EN,27912.7710017074,NT,27837.76992937611,NT,27837.76992937611,NT,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Near Threatened
Agave schottii,Agave schottii,2018,Least Concern,NA,NA,NA,NA,NA,NA,28,Yes,24412.3033983932,92,EN,13109.6433038219,VU,13150.023410354625,VU,13150.023410354625,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,24412.3033983932,92,EN,13109.6433038219,VU,13150.023410354625,VU,13150.023410354625,VU,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Vulnerable
Agave shawii,Agave shawii,2018,Least Concern,NA,NA,NA,NA,NA,NA,158,Yes,617591.645796396,256,EN,196285.811531343,LC,204671.07381179975,LC,118068.63855114504,LC,17,599171.492423928,36,EN,129236.595958469,LC,138752.40183304437,LC,91848.52546109285,LC,141,185655.60275807,224,EN,64332.9597231824,LC,64616.66544160772,LC,38658.29851988988,LC,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Least Concern
Agave toumeyana,Agave toumeyana,2018,Least Concern,NA,NA,NA,15512,15512,VU,8,Yes,2833.44530010001,28,EN,1269.83419203007,EN,1270.8685543686533,EN,1270.8685543686533,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2833.44530010001,28,EN,1269.83419203007,EN,1270.8685543686533,EN,1270.8685543686533,EN,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Endangered
Agave univittata,Agave univittata,2018,Least Concern,NA,NA,NA,NA,NA,NA,26,Yes,213883.454278748,92,EN,91664.8216141163,LC,97760.86739567388,LC,97760.86739567388,LC,1,0,4,CR,0,CR,0,CR,0,CR,25,213883.454278748,88,EN,91664.8216141163,LC,97760.86739567388,LC,97760.86739567388,LC,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Least Concern
Agave utahensis,Agave utahensis,2019,Least Concern,NA,NA,NA,NA,NA,NA,184,Yes,71844.1393784555,320,EN,47217.916308531,LC,47341.05477292014,LC,47341.05477292014,LC,9,14303.1458556573,32,EN,7097.49694140506,VU,7118.964070466493,VU,7118.964070466493,VU,175,71844.1393784555,312,EN,47217.916308531,LC,47341.05477292014,LC,47341.05477292014,LC,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Least Concern
Ageratina havanensis,Ageratina havanensis,2018,Least Concern,3744.00,3744,LC,7613398.28,7613398.28,LC,110,Yes,502865.593061207,240,EN,354414.97616395,LC,380803.3484702129,LC,372535.6554504307,LC,1,0,4,CR,0,CR,0,CR,0,CR,109,477713.146839852,240,EN,280614.815774686,LC,312910.85439964104,LC,304643.1613798598,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Agrostis canina,Agrostis canina,2013,Least Concern,NA,NA,NA,NA,NA,NA,26319,No,14187108.663477,36700,LC,7548638.51391759,LC,7243602.686030951,LC,5278578.7990433555,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26319,14187108.663477,36700,LC,7548638.51391759,LC,7243602.686030951,LC,5278578.7990433555,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Least Concern
Agrostis clavata,Agrostis clavata,2015,Least Concern,NA,NA,NA,NA,NA,NA,582,No,47693546.6160323,1588,VU,18824589.4562955,LC,17492864.336635377,LC,15297154.423792131,LC,386,47543643.5748419,992,VU,18404954.6048581,LC,16826819.0085791,LC,15080171.853675883,LC,196,31182992.4404585,616,VU,5883952.70549114,LC,5684844.684838913,LC,4907351.93431785,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Agrostis perennans,Agrostis perennans,2015,Least Concern,NA,NA,NA,NA,NA,NA,32,Yes,15144169.8101317,52,EN,5738310.81425063,LC,9178027.177118562,LC,6528554.523801701,LC,6,879.874374162203,12,EN,417.916233220266,EN,420.6988422522136,EN,420.6988422522136,EN,26,15144169.8101317,40,EN,5738310.81425064,LC,8583655.073752321,LC,6036632.991671634,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Least Concern
Aldrovanda vesiculosa,Aldrovanda vesiculosa,2019,Endangered,244,244,EN,114232825,114232825,LC,242,No,155025946.800312,344,EN,118848558.029306,LC,111978281.19708276,LC,63142989.23249917,LC,110,149892936.464425,192,EN,77165806.5237734,LC,78452236.37441571,LC,38971581.97230354,LC,132,136031310.739307,164,EN,105118522.322635,LC,97639409.55580308,LC,53248411.94311759,LC,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Least Concern
Aleurites moluccanus,Aleurites moluccanus,2017,Least Concern,NA,NA,NA,NA,NA,NA,88,Yes,130926280.859727,308,EN,98045685.5391648,LC,190066469.9659642,LC,54410815.92866733,LC,40,120811749.184096,140,EN,63734252.8866578,LC,85086745.96678689,LC,29859825.36590983,LC,48,130926280.859727,168,EN,97647983.0553411,LC,189483207.47994468,LC,54206065.51257932,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Alisma plantago-aquatica,Alisma plantago-aquatica,2016,Least Concern,NA,NA,NA,20000000,20000000,LC,28251,Yes,346206676.127494,49756,LC,239394725.421685,LC,212714014.42737737,LC,93689597.4318014,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28251,346206676.127494,49756,LC,239394725.421685,LC,212714014.42737737,LC,93689597.4318014,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Least Concern
Alisma subcordatum,Alisma subcordatum,2015,Least Concern,NA,NA,NA,NA,NA,NA,19,Yes,2020863.06895254,72,EN,1213925.42925517,LC,1216965.2840921849,LC,1216965.2840921849,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2020863.06895254,72,EN,1213925.42925517,LC,1216965.2840921849,LC,1216965.2840921849,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Alisma triviale,Alisma triviale,2015,Least Concern,NA,NA,NA,NA,NA,NA,32,Yes,8218840.02964741,120,EN,4593369.37667301,LC,4524933.512977082,LC,4511081.242440106,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,8218840.02964741,120,EN,4593369.37667301,LC,4524933.512977082,LC,4511081.242440106,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Allium geyeri,Allium geyeri,2015,Least Concern,NA,NA,NA,NA,NA,NA,21,Yes,1654860.00536262,64,EN,819836.529378857,LC,748642.3809867261,LC,748642.3809867261,LC,3,1385449.2140918,12,EN,284057.37637781,LC,295858.69736660365,LC,295858.69736660365,LC,18,602488.047704745,56,EN,380355.795985027,LC,349761.3740252744,LC,349761.3740252744,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Allium schoenoprasum,Allium schoenoprasum,2013,Least Concern,NA,NA,NA,7390053,7390053,LC,20608,Yes,360564642.368333,36868,LC,185769372.680207,LC,160549114.97831774,LC,87870604.45553222,LC,12794,319384616.17185,26564,LC,169173862.700182,LC,146971002.09392864,LC,79865523.37745908,LC,7814,71558223.878734,13568,LC,56058594.0519026,LC,55414733.538496815,LC,36952031.78797596,LC,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Least Concern
Allium triquetrum,Allium triquetrum,2015,Least Concern,NA,NA,NA,NA,NA,NA,10319,Yes,344318123.817849,9824,LC,200165841.349193,LC,191346822.1042678,LC,70366015.74666338,LC,4830,294565302.618428,4968,LC,170901055.360053,LC,161947623.7866939,LC,58170230.20738735,LC,5489,344318123.817849,6720,LC,200165841.349193,LC,191312358.06287774,LC,70336623.49376437,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Least Concern
Allium validum,Allium validum,2015,Least Concern,NA,NA,NA,NA,NA,NA,30,Yes,28267526.1892379,80,EN,3943434.05406832,LC,3314705.430699842,LC,2631951.1475205515,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,28267526.1892379,80,EN,3943434.05406832,LC,3314705.430699842,LC,2631951.1475205515,LC,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Least Concern
Alnus alnobetula,Alnus alnobetula,2015,Least Concern,NA,NA,NA,NA,NA,NA,23193,Yes,380540342.347233,9392,LC,196096876.944795,LC,168330781.43589738,LC,92698296.55614707,LC,17781,82684190.1330941,5064,LC,46092865.385585,LC,46351270.4013251,LC,29895826.45048312,LC,5412,375033013.896432,6108,LC,194709566.540052,LC,166538750.42256865,LC,92205263.09179169,LC,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Least Concern
Alnus incana,Alnus incana,2014,Least Concern,NA,NA,NA,NA,NA,NA,13387,Yes,52645790.764703,31660,LC,31732604.0645648,LC,31905310.801301062,LC,17273725.917778283,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13387,52645790.764703,31660,LC,31732604.0645648,LC,31905310.801301062,LC,17273725.917778283,LC,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Least Concern
Alnus maritima,Alnus maritima,2014,Endangered,394,394,EN,400000,400000,LC,4,Yes,1252.06278957986,16,EN,392.174607491455,EN,393.2317131992604,EN,393.2317131992604,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1252.06278957986,16,EN,392.174607491455,EN,393.2317131992604,EN,393.2317131992604,EN,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Endangered
Alnus nepalensis,Alnus nepalensis,2014,Least Concern,NA,NA,NA,NA,NA,NA,7,No,46818.5688096043,24,EN,13607.6925923845,VU,13639.732324977027,VU,13639.732324977027,VU,1,0,4,CR,0,CR,0,CR,0,CR,6,249.849970272839,20,EN,61.834501768178,CR,62.10594801479601,CR,62.10594801479601,CR,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Vulnerable
Alnus rhombifolia,Alnus rhombifolia,2013,Least Concern,NA,NA,NA,NA,NA,NA,31,Yes,722189.49586098,108,EN,353630.262815571,LC,409447.3782952327,LC,409385.71963705606,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,722189.49586098,108,EN,353630.262815571,LC,409447.3782952327,LC,409385.71963705606,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Alnus rubra,Alnus rubra,2013,Least Concern,NA,NA,NA,NA,NA,NA,146,Yes,31817390.1779642,444,EN,18425801.6308961,LC,17701973.19755903,LC,10161203.824280877,LC,47,13414885.0691484,160,EN,9405404.00370777,LC,9319347.771522384,LC,4949468.24229025,LC,99,31816553.0515034,300,EN,18425643.3204167,LC,17637087.51089644,LC,10158537.868816808,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Least Concern
Alnus serrulata,Alnus serrulata,2014,Least Concern,NA,NA,NA,NA,NA,NA,15,Yes,3936166.68566743,60,EN,1272341.37469323,LC,1256993.419127521,LC,1075325.7938902706,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3936166.68566743,60,EN,1272341.37469323,LC,1256993.419127521,LC,1075325.7938902706,LC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Least Concern
